bcsid,bd9totce,bd9hnvq,bd9ms,bd9partp,b9groa,b9cns8,b9ten,b9cmsex,hinvq00,wm1,wm2,wm3,wm4,wm5,c1,c2,c3,c4,b11sex,bd11nochh,bd1psoc,bd1mage,bd1agefb,bd1cntry,bd1regn,a0166,bd3read,bd3maths,bd3psoc,bd3inc,bd4read,bd4psoc,bd4mal,mathscore,y,d,sex_raw,female,soc_birth,soc_10,soc_16,mage,mage_fb,parity,birth_order,read_10_z,math_10_z,cog_10,vocab_16_z,math_16_z,cog_16,inc_10,malaise_16,m_trad_gender,m_profamily,m_earnings,m_log_earn,m_partner
B17288X,1,0,2,1,250,7,2,2,0,5,2,3,4,4,4,2,4,4,2,0,4,43,23,1,1,8,-0.76,22,NA,NA,NA,NA,-2,NA,1,0,2,1,2,NA,NA,43,23,8,9,-0.9339077834429665,-1.975446890403337,-1.4546773369231518,NA,NA,NA,NA,-2,3.3333333333333335,4,250,5.5254529391317835,1
B17289Y,2,3,2,1,819,6,2,2,3,4,4,2,3,1,4,2,4,4,2,2,8,28,25,1,3,1,NA,NA,NA,NA,0.41,6,10,NA,2,3,2,1,-2,NA,0,28,25,1,2,NA,NA,NA,0.36224786103544016,NA,NA,NA,10,3.3333333333333335,4,819,6.709304340258298,1
B17290R,1,4,2,1,35000,1.1,2,2,4,2,3,3,3,5,4,2,1,5,2,1,7,29,29,1,5,0,0.84,49,5,3,1.04,4,15,NA,1,4,2,1,-1,1,2,29,29,0,1,0.7299728184870542,0.3018258521494758,0.515899335318265,1.00897372049486,NA,NA,3,15,2.6666666666666665,2.5,35000,10.463131911491967,1
B17291S,0,4,8,NA,34000,3,2,2,2,3,4,3,3,4,5,2,4,4,2,0,6,25,18,1,3,2,NA,52,5,NA,NA,NA,NA,31,0,2,2,1,0,1,NA,25,18,2,3,NA,0.5548561568775662,NA,NA,-0.5864058583338749,NA,NA,NA,3.3333333333333335,4.5,34000,10.434145214930487,NA
B17293U,2,4,2,1,NA,4,2,1,2,4,4,3,3,5,3,3,2,3,NA,NA,5,22,22,1,2,0,-0.28,39,2,3,-0.78,2,4,27,2,2,1,0,1,4,4,22,22,0,1,-0.4347436028639603,-0.5416084969441586,-0.48817604990405944,-0.8593454290545747,-0.936418474336162,-0.8978819516953683,3,4,3.6666666666666665,2.5,NA,NA,1
B17294V,2,3,2,1,2750,2,2,1,3,4,3,3,3,4,4,2,3,4,1,2,6,29,26,3,10,1,1.31,62,4,NA,0.33,5,6,52,2,3,1,0,0,2,1,29,26,1,2,1.218737745303998,1.3982905059712005,1.3085141256375992,0.28012394237392657,1.251160375678132,0.7656421590260293,NA,6,3.3333333333333335,3.5,2750,7.919719760924575,1
B17298Z,2,4,3,3,37000,2,2,2,2,3,2,3,5,5,3,2,3,4,2,0,3,19,19,1,1,0,0.28,45,4,2,NA,3,-2,NA,2,2,2,1,3,2,3,19,19,0,1,0.147614607811547,-0.03554788748797794,0.056033360161784534,NA,NA,NA,2,-2,2.6666666666666665,3,37000,10.518700218288165,0
B17301B,2,4,2,1,24900,6,2,1,0,2,3,4,4,4,3,3,2,2,1,1,3,21,18,1,2,2,-0.52,52,2,3,-1.18,3,7,NA,2,0,1,0,3,4,3,21,18,2,3,-0.6843256931534634,0.5548561568775662,-0.0647347681379486,-1.2699650223621426,NA,NA,3,7,3,2.5,24900,10.122663242288953,1
B17302C,2,1,2,1,51000,7,2,1,1,4,4,4,4,5,4,2,4,2,1,0,5,21,16,1,5,2,-1.16,30,3,2,NA,3,-2,NA,2,1,1,0,1,3,3,21,16,2,3,-1.3498779339254714,-1.3006994111284296,-1.3252886725269506,NA,NA,NA,2,-2,4,4,51000,10.839600519357369,1
B17304E,2,3,2,1,NA,4,2,1,3,1,2,3,3,4,3,2,3,3,1,2,5,26,23,1,5,1,1.08,49,6,2,0.33,3,2,NA,2,3,1,0,1,0,3,26,23,1,2,0.9795549087765574,0.3018258521494758,0.6406903804630166,0.28012394237392657,NA,NA,2,2,2,3,NA,NA,1
B17308J,5,2,2,1,NA,9,2,2,2,4,2,4,4,4,4,2,4,4,2,5,7,26,21,1,6,1,NA,31,5,3,NA,6,11,41,5,2,2,1,-1,1,0,26,21,1,2,NA,-1.216355976219066,NA,NA,0.2886256816718426,NA,3,11,3.3333333333333335,4,NA,NA,1
B17309K,3,2,3,3,NA,5,4,2,2,2,2,4,4,3,2,2,3,3,NA,NA,5,21,21,1,2,0,NA,NA,5,3,NA,NA,-2,NA,3,2,2,1,1,1,NA,21,21,0,1,NA,NA,NA,NA,NA,NA,3,-2,2.6666666666666665,2.5,NA,NA,0
B17310C,0,2,2,1,NA,4,4,1,2,3,3,3,3,4,3,3,3,3,NA,NA,5,28,21,1,5,4,NA,27,5,3,NA,3,1,31,0,2,1,0,1,1,3,28,21,4,5,NA,-1.5537297158565198,NA,NA,-0.5864058583338749,NA,3,1,3,3,NA,NA,1
B17311D,4,3,2,1,NA,9,2,2,1,4,5,2,4,4,2,3,4,2,2,2,5,23,23,1,7,0,NA,39,2,4,NA,NA,NA,NA,4,1,2,1,1,4,NA,23,23,0,1,NA,-0.5416084969441586,NA,NA,NA,NA,4,NA,3.6666666666666665,3,NA,NA,1
B17312E,2,2,3,NA,NA,9,2,2,2,3,4,3,4,4,4,2,3,4,2,1,5,27,23,2,9,1,NA,46,4,3,NA,2,3,34,2,2,2,1,1,2,4,27,23,1,2,NA,0.0487955474213855,NA,NA,-0.3238963963321597,NA,3,3,3.3333333333333335,3.5,NA,NA,NA
B17315H,1,2,2,1,NA,4,4,1,2,3,2,4,4,1,2,1,2,3,1,1,5,27,19,1,6,2,NA,NA,NA,NA,-0.78,3,9,17,1,2,1,0,1,NA,3,27,19,2,3,NA,NA,NA,-0.8593454290545747,-1.8114500143418797,-1.3353977216982271,NA,9,3,2,NA,NA,1
B17316J,2,2,2,1,14800,6,2,2,2,3,4,3,3,5,4,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,2,-2,NA,2,2,2,1,NA,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,-2,3.3333333333333335,3.5,14800,9.60245002503719,1
B17318L,2,3,2,1,1035,3,2,2,2,4,4,4,4,4,3,2,4,4,2,1,3,24,20,1,7,1,0.44,41,NA,2,NA,NA,-2,NA,2,2,2,1,3,NA,NA,24,20,1,2,0.31400266800454907,-0.3729216271254317,-0.029459479560441315,NA,NA,NA,2,-2,4,3.5,1035,6.943122422819428,1
B17319M,4,1,2,1,NA,9,4,2,1,3,3,3,4,5,5,2,4,3,NA,NA,3,33,18,1,7,2,-0.84,29,1,3,NA,3,-2,NA,4,1,2,1,3,5,3,33,18,2,3,-1.0171018135394676,-1.385042846037793,-1.2010723297886303,NA,NA,NA,3,-2,3,4.5,NA,NA,1
B17320E,2,4,2,1,6500,1.1,2,1,4,3,3,3,2,4,3,1,3,4,1,2,7,34,24,1,5,3,NA,NA,NA,NA,NA,5,4,NA,2,4,1,0,-1,NA,1,34,24,3,4,NA,NA,NA,NA,NA,NA,NA,4,3,3,6500,8.77971129020447,1
B17321F,3,4,2,1,34000,1.2,2,2,4,5,4,2,3,5,3,2,4,2,2,3,7,29,27,1,4,1,1.16,63,5,0,1.28,5,6,NA,3,4,2,1,-1,1,1,29,27,1,2,1.0627489388730584,1.482633940880564,1.2726914398768112,1.2553454764794005,NA,NA,0,6,3.6666666666666665,3.5,34000,10.434145214930487,1
B17324J,2,0,2,1,8000,2,4,2,0,5,3,3,3,5,2,1,5,3,2,1,5,32,32,1,1,0,-0.28,21,2,2,-1.18,3,10,24,2,0,2,1,1,4,3,32,32,0,1,-0.4347436028639603,-2.0597903253127003,-1.2472669640883303,-1.2699650223621426,-1.1989279363378773,-1.23444647935001,2,10,3.6666666666666665,3.5,8000,8.987321812850125,1
B17325K,6,4,2,1,3100,5,2,1,2,2,2,4,4,3,4,4,2,2,NA,NA,4,28,17,1,5,4,-0.92,38,NA,4,NA,NA,-2,NA,6,2,1,0,2,NA,NA,28,17,4,5,-1.1002958436359687,-0.625951931853522,-0.8631238877447454,NA,NA,NA,4,-2,2.6666666666666665,3,3100,8.03947991910045,1
B17326L,2,4,2,1,NA,8,2,1,4,4,3,3,3,3,4,2,3,4,1,2,5,25,25,1,3,0,1.47,64,5,3,NA,5,-2,NA,2,4,1,0,1,1,1,25,25,0,1,1.385125805497,1.5669773757899275,1.4760515906434637,NA,NA,NA,3,-2,3.3333333333333335,3.5,NA,NA,1
B17329P,2,2,2,1,57000,1.1,2,1,2,3,4,3,3,4,4,2,3,4,1,2,6,30,27,1,5,1,1.16,64,4,4,NA,NA,-2,NA,2,2,1,0,0,2,NA,30,27,1,2,1.0627489388730584,1.5669773757899275,1.314863157331493,NA,NA,NA,4,-2,3.3333333333333335,3.5,57000,10.950824090522445,1
B17330G,2,4,2,1,45250,1.1,2,1,4,3,3,4,5,3,2,2,4,3,1,2,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA,2,-2,NA,2,4,1,0,NA,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,-2,3.3333333333333335,3,45250,10.719980048331397,1
B17333K,2,2,2,1,13500,5,4,2,2,4,4,4,3,4,4,2,4,3,NA,NA,4,22,19,1,6,1,NA,NA,NA,NA,NA,3,-2,NA,2,2,2,1,2,NA,3,22,19,1,2,NA,NA,NA,NA,NA,NA,NA,-2,4,4,13500,9.510519035757246,1
B17334L,2,4,2,1,45000,2,2,2,4,4,4,3,3,4,4,1,2,2,2,2,8,30,25,1,8,1,0.44,53,4,3,-0.31,0,4,36,2,4,2,1,-2,2,6,30,25,1,2,0.31400266800454907,0.6391995917869295,0.47660112989573933,-0.3768674069181822,-0.1488900883310162,-0.2628787476245992,3,4,3.6666666666666665,3,45000,10.714439990727769,1
B17336N,1,0,3,3,NA,9,4,2,0,4,4,2,3,4,4,2,3,4,NA,NA,5,40,24,1,2,2,NA,NA,3,4,NA,3,-2,NA,1,0,2,1,1,3,3,40,24,2,3,NA,NA,NA,NA,NA,NA,4,-2,3.3333333333333335,3.5,NA,NA,0
B17337P,2,4,3,NA,NA,4,2,1,4,3,3,3,3,4,3,2,4,3,1,2,6,26,20,1,6,2,NA,43,5,1,NA,NA,NA,NA,2,4,1,0,0,1,NA,26,20,2,3,NA,-0.20423475730670482,NA,NA,NA,NA,1,NA,3,3.5,NA,NA,NA
B17338Q,0,4,3,NA,16000,6,4,2,2,3,3,3,3,3,4,2,3,3,NA,NA,4,42,31,3,10,2,0.44,43,2,3,NA,NA,-2,NA,0,2,2,1,2,4,NA,42,31,2,3,0.31400266800454907,-0.20423475730670482,0.054883955348922125,NA,NA,NA,3,-2,3,3.5,16000,9.680406499268875,NA
B17340J,2,2,8,3,33000,5,2,1,2,4,3,3,3,4,4,2,3,3,1,0,5,22,22,1,8,0,NA,32,3,3,-0.46,NA,5,42,2,2,1,0,1,3,NA,22,22,0,1,NA,-1.1320125413097026,NA,-0.5308497544085202,0.3761288356724144,-0.07736045936805291,3,5,3.3333333333333335,3.5,33000,10.404293143019792,0
B17342L,2,2,1,NA,50000,5,1,1,2,4,4,3,4,4,4,4,4,2,NA,NA,6,35,30,1,8,0,NA,NA,4,NA,NA,4,-2,NA,2,2,1,0,0,2,2,35,30,0,1,NA,NA,NA,NA,NA,NA,NA,-2,3.6666666666666665,4,50000,10.819798284210286,NA
